date,state,index,dataPoint,candidate,percentage
2019.12.27,West Virginia,vote,1,Trump,66.0
2019.12.27,Wisconsin,vote,1,Trump,47.6
2019.12.27,Wyoming,vote,1,Trump,69.6
2019.12.27,District of Columbia,vote,1,Trump,11.0
2019.12.27,Maine-1,vote,1,Trump,37.7
2019.12.27,Maine-2,vote,1,Trump,49.4
2019.12.27,Nebraska-1,vote,1,Trump,59.4
2019.12.27,Nebraska-2,vote,1,Trump,49.7
2019.12.27,Nebraska-3,vote,1,Trump,75.6
2019.12.27,US,win,2,Trump,46.5
2019.12.27,Alabama,vote,1,Democrats,34.3
2019.12.27,Alaska,vote,1,Democrats,36.6
2019.12.27,Arizona,vote,1,Democrats,46.3
2019.12.27,Arkansas,vote,1,Democrats,32.7
2019.12.27,California,vote,1,Democrats,60.6
2019.12.27,Colorado,vote,1,Democrats,51.1
2019.12.27,Connecticut,vote,1,Democrats,56.5
2019.12.27,Delaware,vote,1,Democrats,57.1
2019.12.27,Florida,vote,1,Democrats,48.2
2019.12.27,Georgia,vote,1,Democrats,45.8
2019.12.27,Hawaii,vote,1,Democrats,66.9
2019.12.27,Idaho,vote,1,Democrats,29.6
2019.12.27,Illinois,vote,1,Democrats,57.4
2019.12.27,Indiana,vote,1,Democrats,39.3
2019.12.27,Iowa,vote,1,Democrats,45.6
2019.12.27,Kansas,vote,1,Democrats,37.3
2019.12.27,Kentucky,vote,1,Democrats,33.9
2019.12.27,Louisiana,vote,1,Democrats,36.5
2019.12.27,Maine,vote,1,Democrats,50.2
2019.12.27,Maryland,vote,1,Democrats,61.4
2019.12.27,Massachusetts,vote,1,Democrats,60.9
2019.12.27,Michigan,vote,1,Democrats,49.8
2019.12.27,Minnesota,vote,1,Democrats,50.2
2019.12.27,Mississippi,vote,1,Democrats,39.2
2019.12.27,Missouri,vote,1,Democrats,39.6
2019.12.27,Montana,vote,1,Democrats,37.7
2019.12.27,Nebraska,vote,1,Democrats,34.3
2019.12.27,Nevada,vote,1,Democrats,48.8
2019.12.27,New Hampshire,vote,1,Democrats,49.9
2019.12.27,New Jersey,vote,1,Democrats,56.8
2019.12.27,New Mexico,vote,1,Democrats,53.5
2019.12.27,New York,vote,1,Democrats,59.3
2019.12.27,North Carolina,vote,1,Democrats,47.7
2019.12.27,North Dakota,vote,1,Democrats,30.4
2019.12.27,Ohio,vote,1,Democrats,44.3
2019.12.27,Oklahoma,vote,1,Democrats,31.0
2019.12.27,Oregon,vote,1,Democrats,54.1
2019.12.27,Pennsylvania,vote,1,Democrats,49.1
2019.12.27,Rhode Island,vote,1,Democrats,57.9
2019.12.27,South Carolina,vote,1,Democrats,40.8
2019.12.27,South Dakota,vote,1,Democrats,33.3
2019.12.27,Tennessee,vote,1,Democrats,35.5
2019.12.27,Texas,vote,1,Democrats,43.6
2019.12.27,Utah,vote,1,Democrats,30.8
2019.12.27,Vermont,vote,1,Democrats,62.8
2019.12.27,Virginia,vote,1,Democrats,52.1
2019.12.27,Washington,vote,1,Democrats,55.8
2019.12.27,West Virginia,vote,1,Democrats,30.8
2019.12.27,Wisconsin,vote,1,Democrats,48.1
2019.12.27,Wyoming,vote,1,Democrats,23.8
2019.12.27,District of Columbia,vote,1,Democrats,84.1
2019.12.27,Maine-1,vote,1,Democrats,57.2
2019.12.27,Maine-2,vote,1,Democrats,44.6
2019.12.27,Nebraska-1,vote,1,Democrats,35.6
2019.12.27,Nebraska-2,vote,1,Democrats,45.7
2019.12.27,Nebraska-3,vote,1,Democrats,19.8
2019.12.27,US,win,2,Democrats,49.3
2019.12.27,Alabama,vote,1,3rd Party,3.0
2019.12.27,Alaska,vote,1,3rd Party,11.4
2019.12.27,Arizona,vote,1,3rd Party,4.6
2019.12.27,Arkansas,vote,1,3rd Party,4.4
2019.12.27,California,vote,1,3rd Party,5.3
2019.12.27,Colorado,vote,1,3rd Party,5.9
2019.12.27,Connecticut,vote,1,3rd Party,4.4
2019.12.27,Delaware,vote,1,3rd Party,3.3
2019.12.27,Florida,vote,1,3rd Party,2.5
2019.12.27,Georgia,vote,1,3rd Party,2.2
2019.12.27,Hawaii,vote,1,3rd Party,5.1
2019.12.27,Idaho,vote,1,3rd Party,6.5
2019.12.27,Illinois,vote,1,3rd Party,3.4
2019.12.27,Indiana,vote,1,3rd Party,3.4
2019.12.27,Iowa,vote,1,3rd Party,4.5
2019.12.27,Kansas,vote,1,3rd Party,5.3
2019.12.27,Kentucky,vote,1,3rd Party,3.2
2019.12.27,Louisiana,vote,1,3rd Party,3.8
2019.12.27,Maine,vote,1,3rd Party,6.4
2019.12.27,Maryland,vote,1,3rd Party,3.6
2019.12.27,Massachusetts,vote,1,3rd Party,6.3
2019.12.27,Michigan,vote,1,3rd Party,3.5
2019.12.27,Minnesota,vote,1,3rd Party,5.6
2019.12.27,Mississippi,vote,1,3rd Party,2.6
2019.12.27,Missouri,vote,1,3rd Party,3.0
2019.12.27,Montana,vote,1,3rd Party,7.0
2019.12.27,Nebraska,vote,1,3rd Party,4.7
2019.12.27,Nevada,vote,1,3rd Party,5.4
2019.12.27,New Hampshire,vote,1,3rd Party,4.3
2019.12.27,New Jersey,vote,1,3rd Party,3.5
2019.12.27,New Mexico,vote,1,3rd Party,5.3
2019.12.27,New York,vote,1,3rd Party,5.2
2019.12.27,North Carolina,vote,1,3rd Party,2.0
2019.12.27,North Dakota,vote,1,3rd Party,6.1
2019.12.27,Ohio,vote,1,3rd Party,4.1
2019.12.27,Oklahoma,vote,1,3rd Party,2.2
2019.12.27,Oregon,vote,1,3rd Party,6.8
2019.12.27,Pennsylvania,vote,1,3rd Party,3.4
2019.12.27,Rhode Island,vote,1,3rd Party,5.0
2019.12.27,South Carolina,vote,1,3rd Party,3.1
2019.12.27,South Dakota,vote,1,3rd Party,4.2
2019.12.27,Tennessee,vote,1,3rd Party,2.7
2019.12.27,Texas,vote,1,3rd Party,2.8
2019.12.27,Utah,vote,1,3rd Party,8.2
2019.12.27,Vermont,vote,1,3rd Party,7.3
2019.12.27,Virginia,vote,1,3rd Party,3.5
2019.12.27,Washington,vote,1,3rd Party,6.2
2019.12.27,West Virginia,vote,1,3rd Party,3.1
2019.12.27,Wisconsin,vote,1,3rd Party,4.3
2019.12.27,Wyoming,vote,1,3rd Party,6.4
2019.12.27,District of Columbia,vote,1,3rd Party,4.8
2019.12.27,Maine-1,vote,1,3rd Party,5.0
2019.12.27,Maine-2,vote,1,3rd Party,5.8
2019.12.27,Nebraska-1,vote,1,3rd Party,4.9
2019.12.27,Nebraska-2,vote,1,3rd Party,4.5
2019.12.27,Nebraska-3,vote,1,3rd Party,4.5
2019.12.27,US,win,2,3rd Party,4.1
2019.12.27,US,win,3,Trump,252.8
2019.12.27,US,win,3,Democrats,285.2
2019.12.27,US,win,3,3rd Party,0.0
2019.12.28,Alabama,win,1,Trump,99.4
2019.12.28,Alaska,win,1,Trump,87.9
2019.12.28,Arizona,win,1,Trump,59.5
2019.12.28,Arkansas,win,1,Trump,99.6
2019.12.28,California,win,1,Trump,0.0
2019.12.28,Colorado,win,1,Trump,27.4
2019.12.28,Connecticut,win,1,Trump,10.4
2019.12.28,Delaware,win,1,Trump,9.5
2019.12.28,Florida,win,1,Trump,53.6
2019.12.28,Georgia,win,1,Trump,68.8
2019.12.28,Hawaii,win,1,Trump,0.0
2019.12.28,Idaho,win,1,Trump,99.9
2019.12.28,Illinois,win,1,Trump,7.9
2019.12.28,Indiana,win,1,Trump,91.5
2019.12.28,Iowa,win,1,Trump,64.4
2019.12.28,Kansas,win,1,Trump,94.0
2019.12.28,Kentucky,win,1,Trump,99.4
2019.12.28,Louisiana,win,1,Trump,96.5
2019.12.28,Maine,win,1,Trump,30.7
2019.12.28,Maryland,win,1,Trump,0.6
2019.12.28,Massachusetts,win,1,Trump,0.3
2019.12.28,Michigan,win,1,Trump,38.6
2019.12.28,Minnesota,win,1,Trump,32.8
2019.12.28,Mississippi,win,1,Trump,91.4
2019.12.28,Missouri,win,1,Trump,91.0
2019.12.28,Montana,win,1,Trump,90.2
2019.12.28,Nebraska,win,1,Trump,98.8
2019.12.28,Nevada,win,1,Trump,40.0
2019.12.28,New Hampshire,win,1,Trump,36.5
2019.12.28,New Jersey,win,1,Trump,10.9
2019.12.28,New Mexico,win,1,Trump,18.6
2019.12.28,New York,win,1,Trump,2.1
2019.12.28,North Carolina,win,1,Trump,59.0
2019.12.28,North Dakota,win,1,Trump,99.9
2019.12.28,Ohio,win,1,Trump,71.5
2019.12.28,Oklahoma,win,1,Trump,99.9
2019.12.28,Oregon,win,1,Trump,14.2
2019.12.28,Pennsylvania,win,1,Trump,44.0
2019.12.28,Rhode Island,win,1,Trump,5.5
2019.12.28,South Carolina,win,1,Trump,88.1
2019.12.28,South Dakota,win,1,Trump,99.7
2019.12.28,Tennessee,win,1,Trump,98.8
2019.12.28,Texas,win,1,Trump,80.5
2019.12.28,Utah,win,1,Trump,99.8
2019.12.28,Vermont,win,1,Trump,0.1
2019.12.28,Virginia,win,1,Trump,27.7
2019.12.28,Washington,win,1,Trump,9.3
2019.12.28,West Virginia,win,1,Trump,99.9
2019.12.28,Wisconsin,win,1,Trump,48.1
2019.12.28,Wyoming,win,1,Trump,100.0
2019.12.28,District of Columbia,win,1,Trump,0.0
2019.12.28,Maine-1,win,1,Trump,9.3
2019.12.28,Maine-2,win,1,Trump,61.6
2019.12.28,Nebraska-1,win,1,Trump,96.0
2019.12.28,Nebraska-2,win,1,Trump,59.8
2019.12.28,Nebraska-3,win,1,Trump,100.0
2019.12.28,US,win,1,Trump,47.0
2019.12.28,Alabama,win,1,Democrats,0.6
2019.12.28,Alaska,win,1,Democrats,12.1
2019.12.28,Arizona,win,1,Democrats,40.5
2019.12.28,Arkansas,win,1,Democrats,0.4
2019.12.28,California,win,1,Democrats,100.0
2019.12.28,Colorado,win,1,Democrats,72.6
2019.12.28,Connecticut,win,1,Democrats,89.6
2019.12.28,Delaware,win,1,Democrats,90.5
2019.12.28,Florida,win,1,Democrats,46.4
2019.12.28,Georgia,win,1,Democrats,31.2
2019.12.28,Hawaii,win,1,Democrats,100.0
2019.12.28,Idaho,win,1,Democrats,0.1
2019.12.28,Illinois,win,1,Democrats,92.1
2019.12.28,Indiana,win,1,Democrats,8.5
2019.12.28,Iowa,win,1,Democrats,35.6
2019.12.28,Kansas,win,1,Democrats,6.0
2019.12.28,Kentucky,win,1,Democrats,0.6
2019.12.28,Louisiana,win,1,Democrats,3.5
2019.12.28,Maine,win,1,Democrats,69.3
2019.12.28,Maryland,win,1,Democrats,99.4
2019.12.28,Massachusetts,win,1,Democrats,99.7
2019.12.28,Michigan,win,1,Democrats,61.4
2019.12.28,Minnesota,win,1,Democrats,67.2
2019.12.28,Mississippi,win,1,Democrats,8.6
2019.12.28,Missouri,win,1,Democrats,9.0
2019.12.28,Montana,win,1,Democrats,9.8
2019.12.28,Nebraska,win,1,Democrats,1.2
2019.12.28,Nevada,win,1,Democrats,60.0
2019.12.28,New Hampshire,win,1,Democrats,63.5
2019.12.28,New Jersey,win,1,Democrats,89.1
2019.12.28,New Mexico,win,1,Democrats,81.4
2019.12.28,New York,win,1,Democrats,97.9
2019.12.28,North Carolina,win,1,Democrats,41.0
2019.12.28,North Dakota,win,1,Democrats,0.1
2019.12.28,Ohio,win,1,Democrats,28.5
2019.12.28,Oklahoma,win,1,Democrats,0.1
2019.12.28,Oregon,win,1,Democrats,85.8
2019.12.28,Pennsylvania,win,1,Democrats,56.0
2019.12.28,Rhode Island,win,1,Democrats,94.5
2019.12.28,South Carolina,win,1,Democrats,11.9
2019.12.28,South Dakota,win,1,Democrats,0.3
2019.12.28,Tennessee,win,1,Democrats,1.2
2019.12.28,Texas,win,1,Democrats,19.5
2019.12.28,Utah,win,1,Democrats,0.2
2019.12.28,Vermont,win,1,Democrats,99.9
2019.12.28,Virginia,win,1,Democrats,72.3
2019.12.28,Washington,win,1,Democrats,90.7
2019.12.28,West Virginia,win,1,Democrats,0.1
2019.12.28,Wisconsin,win,1,Democrats,51.9
2019.12.28,Wyoming,win,1,Democrats,0.0
2019.12.28,District of Columbia,win,1,Democrats,100.0
2019.12.28,Maine-1,win,1,Democrats,90.7
2019.12.28,Maine-2,win,1,Democrats,38.4
2019.12.28,Nebraska-1,win,1,Democrats,4.0
2019.12.28,Nebraska-2,win,1,Democrats,40.2
2019.12.28,Nebraska-3,win,1,Democrats,0.0
2019.12.28,US,win,1,Democrats,53.0
2019.12.28,Alabama,win,1,3rd Party,0.0
2019.12.28,Alaska,win,1,3rd Party,0.0
2019.12.28,Arizona,win,1,3rd Party,0.0
2019.12.28,Arkansas,win,1,3rd Party,0.0
2019.12.28,California,win,1,3rd Party,0.0
2019.12.28,Colorado,win,1,3rd Party,0.0
2019.12.28,Connecticut,win,1,3rd Party,0.0
2019.12.28,Delaware,win,1,3rd Party,0.0
2019.12.28,Florida,win,1,3rd Party,0.0
2019.12.28,Georgia,win,1,3rd Party,0.0
2019.12.28,Hawaii,win,1,3rd Party,0.0
2019.12.28,Idaho,win,1,3rd Party,0.0
2019.12.28,Illinois,win,1,3rd Party,0.0
2019.12.28,Indiana,win,1,3rd Party,0.0
2019.12.28,Iowa,win,1,3rd Party,0.0
2019.12.28,Kansas,win,1,3rd Party,0.0
2019.12.28,Kentucky,win,1,3rd Party,0.0
2019.12.28,Louisiana,win,1,3rd Party,0.0
2019.12.28,Maine,win,1,3rd Party,0.0
2019.12.28,Maryland,win,1,3rd Party,0.0
2019.12.28,Massachusetts,win,1,3rd Party,0.0
2019.12.28,Michigan,win,1,3rd Party,0.0
2019.12.28,Minnesota,win,1,3rd Party,0.0
2019.12.28,Mississippi,win,1,3rd Party,0.0
2019.12.28,Missouri,win,1,3rd Party,0.0
2019.12.28,Montana,win,1,3rd Party,0.0
2019.12.28,Nebraska,win,1,3rd Party,0.0
2019.12.28,Nevada,win,1,3rd Party,0.0
2019.12.28,New Hampshire,win,1,3rd Party,0.0
2019.12.28,New Jersey,win,1,3rd Party,0.0
2019.12.28,New Mexico,win,1,3rd Party,0.0
2019.12.28,New York,win,1,3rd Party,0.0
2019.12.28,North Carolina,win,1,3rd Party,0.0
2019.12.28,North Dakota,win,1,3rd Party,0.0
2019.12.28,Ohio,win,1,3rd Party,0.0
2019.12.28,Oklahoma,win,1,3rd Party,0.0
2019.12.28,Oregon,win,1,3rd Party,0.0
2019.12.28,Pennsylvania,win,1,3rd Party,0.0
2019.12.28,Rhode Island,win,1,3rd Party,0.0
2019.12.28,South Carolina,win,1,3rd Party,0.0
2019.12.28,South Dakota,win,1,3rd Party,0.0
2019.12.28,Tennessee,win,1,3rd Party,0.0
2019.12.28,Texas,win,1,3rd Party,0.0
2019.12.28,Utah,win,1,3rd Party,0.0
2019.12.28,Vermont,win,1,3rd Party,0.0
2019.12.28,Virginia,win,1,3rd Party,0.0
2019.12.28,Washington,win,1,3rd Party,0.0
2019.12.28,West Virginia,win,1,3rd Party,0.0
2019.12.28,Wisconsin,win,1,3rd Party,0.0
2019.12.28,Wyoming,win,1,3rd Party,0.0
2019.12.28,District of Columbia,win,1,3rd Party,0.0
2019.12.28,Maine-1,win,1,3rd Party,0.0
2019.12.28,Maine-2,win,1,3rd Party,0.0
2019.12.28,Nebraska-1,win,1,3rd Party,0.0
2019.12.28,Nebraska-2,win,1,3rd Party,0.0
2019.12.28,Nebraska-3,win,1,3rd Party,0.0
2019.12.28,US,win,1,3rd Party,0.0
2019.12.28,Alabama,vote,1,Trump,62.6
2019.12.28,Alaska,vote,1,Trump,51.9
2019.12.28,Arizona,vote,1,Trump,49.0
2019.12.28,Arkansas,vote,1,Trump,62.7
2019.12.28,California,vote,1,Trump,34.0
2019.12.28,Colorado,vote,1,Trump,42.8
2019.12.28,Connecticut,vote,1,Trump,39.0
2019.12.28,Delaware,vote,1,Trump,39.5
2019.12.28,Florida,vote,1,Trump,49.2
2019.12.28,Georgia,vote,1,Trump,51.9
2019.12.28,Hawaii,vote,1,Trump,27.9
2019.12.28,Idaho,vote,1,Trump,63.8
2019.12.28,Illinois,vote,1,Trump,39.0
2019.12.28,Indiana,vote,1,Trump,57.3
2019.12.28,Iowa,vote,1,Trump,49.9
2019.12.28,Kansas,vote,1,Trump,57.3
2019.12.28,Kentucky,vote,1,Trump,62.9
2019.12.28,Louisiana,vote,1,Trump,59.6
2019.12.28,Maine,vote,1,Trump,43.3
2019.12.28,Maryland,vote,1,Trump,34.9
2019.12.28,Massachusetts,vote,1,Trump,32.7
2019.12.28,Michigan,vote,1,Trump,46.6
2019.12.28,Minnesota,vote,1,Trump,44.1
2019.12.28,Mississippi,vote,1,Trump,58.1
2019.12.28,Missouri,vote,1,Trump,57.3
2019.12.28,Montana,vote,1,Trump,55.1
2019.12.28,Nebraska,vote,1,Trump,60.9
2019.12.28,Nevada,vote,1,Trump,45.7
2019.12.28,New Hampshire,vote,1,Trump,45.7
2019.12.28,New Jersey,vote,1,Trump,39.6
2019.12.28,New Mexico,vote,1,Trump,41.1
2019.12.28,New York,vote,1,Trump,35.5
2019.12.28,North Carolina,vote,1,Trump,50.1
2019.12.28,North Dakota,vote,1,Trump,63.5
2019.12.28,Ohio,vote,1,Trump,51.5
2019.12.28,Oklahoma,vote,1,Trump,66.7
2019.12.28,Oregon,vote,1,Trump,39.0
2019.12.28,Pennsylvania,vote,1,Trump,47.4
2019.12.28,Rhode Island,vote,1,Trump,37.0
2019.12.28,South Carolina,vote,1,Trump,56.0
2019.12.28,South Dakota,vote,1,Trump,62.4
2019.12.28,Tennessee,vote,1,Trump,61.7
2019.12.28,Texas,vote,1,Trump,53.4
2019.12.28,Utah,vote,1,Trump,60.9
2019.12.28,Vermont,vote,1,Trump,29.8
2019.12.28,Virginia,vote,1,Trump,44.3
2019.12.28,Washington,vote,1,Trump,37.9
2019.12.28,West Virginia,vote,1,Trump,66.0
2019.12.28,Wisconsin,vote,1,Trump,47.6
2019.12.28,Wyoming,vote,1,Trump,69.6
2019.12.28,District of Columbia,vote,1,Trump,11.0
2019.12.28,Maine-1,vote,1,Trump,37.7
2019.12.28,Maine-2,vote,1,Trump,49.4
2019.12.28,Nebraska-1,vote,1,Trump,59.4
2019.12.28,Nebraska-2,vote,1,Trump,49.7
2019.12.28,Nebraska-3,vote,1,Trump,75.6
2019.12.28,US,win,2,Trump,46.5
2019.12.28,Alabama,vote,1,Democrats,34.3
2019.12.28,Alaska,vote,1,Democrats,36.6
2019.12.28,Arizona,vote,1,Democrats,46.3
2019.12.28,Arkansas,vote,1,Democrats,32.7
2019.12.28,California,vote,1,Democrats,60.6
2019.12.28,Colorado,vote,1,Democrats,51.1
2019.12.28,Connecticut,vote,1,Democrats,56.5
2019.12.28,Delaware,vote,1,Democrats,57.0
2019.12.28,Florida,vote,1,Democrats,48.2
2019.12.28,Georgia,vote,1,Democrats,45.8
2019.12.28,Hawaii,vote,1,Democrats,66.9
2019.12.28,Idaho,vote,1,Democrats,29.6
2019.12.28,Illinois,vote,1,Democrats,57.4
2019.12.28,Indiana,vote,1,Democrats,39.3
2019.12.28,Iowa,vote,1,Democrats,45.6
2019.12.28,Kansas,vote,1,Democrats,37.3
2019.12.28,Kentucky,vote,1,Democrats,33.9
2019.12.28,Louisiana,vote,1,Democrats,36.5
2019.12.28,Maine,vote,1,Democrats,50.2
2019.12.28,Maryland,vote,1,Democrats,61.4
2019.12.28,Massachusetts,vote,1,Democrats,60.9
2019.12.28,Michigan,vote,1,Democrats,49.8
2019.12.28,Minnesota,vote,1,Democrats,50.2
2019.12.28,Mississippi,vote,1,Democrats,39.2
2019.12.28,Missouri,vote,1,Democrats,39.6
2019.12.28,Montana,vote,1,Democrats,37.7
2019.12.28,Nebraska,vote,1,Democrats,34.3
2019.12.28,Nevada,vote,1,Democrats,48.8
2019.12.28,New Hampshire,vote,1,Democrats,49.9
2019.12.28,New Jersey,vote,1,Democrats,56.8
2019.12.28,New Mexico,vote,1,Democrats,53.5
2019.12.28,New York,vote,1,Democrats,59.3
2019.12.28,North Carolina,vote,1,Democrats,47.7
2019.12.28,North Dakota,vote,1,Democrats,30.4
2019.12.28,Ohio,vote,1,Democrats,44.3
2019.12.28,Oklahoma,vote,1,Democrats,31.0
2019.12.28,Oregon,vote,1,Democrats,54.1
2019.12.28,Pennsylvania,vote,1,Democrats,49.1
2019.12.28,Rhode Island,vote,1,Democrats,57.9
2019.12.28,South Carolina,vote,1,Democrats,40.8
2019.12.28,South Dakota,vote,1,Democrats,33.3
2019.12.28,Tennessee,vote,1,Democrats,35.5
2019.12.28,Texas,vote,1,Democrats,43.6
2019.12.28,Utah,vote,1,Democrats,30.8
2019.12.28,Vermont,vote,1,Democrats,62.8
2019.12.28,Virginia,vote,1,Democrats,52.1
2019.12.28,Washington,vote,1,Democrats,55.8
2019.12.28,West Virginia,vote,1,Democrats,30.8
2019.12.28,Wisconsin,vote,1,Democrats,48.1
2019.12.28,Wyoming,vote,1,Democrats,23.8
2019.12.28,District of Columbia,vote,1,Democrats,84.1
2019.12.28,Maine-1,vote,1,Democrats,57.2
2019.12.28,Maine-2,vote,1,Democrats,44.6
2019.12.28,Nebraska-1,vote,1,Democrats,35.6
2019.12.28,Nebraska-2,vote,1,Democrats,45.7
2019.12.28,Nebraska-3,vote,1,Democrats,19.8
2019.12.28,US,win,2,Democrats,49.3
2019.12.28,Alabama,vote,1,3rd Party,3.0
2019.12.28,Alaska,vote,1,3rd Party,11.4
2019.12.28,Arizona,vote,1,3rd Party,4.6
2019.12.28,Arkansas,vote,1,3rd Party,4.4
2019.12.28,California,vote,1,3rd Party,5.3
2019.12.28,Colorado,vote,1,3rd Party,5.9
2019.12.28,Connecticut,vote,1,3rd Party,4.4
2019.12.28,Delaware,vote,1,3rd Party,3.3
2019.12.28,Florida,vote,1,3rd Party,2.5
2019.12.28,Georgia,vote,1,3rd Party,2.2
2019.12.28,Hawaii,vote,1,3rd Party,5.1
2019.12.28,Idaho,vote,1,3rd Party,6.5
2019.12.28,Illinois,vote,1,3rd Party,3.4
2019.12.28,Indiana,vote,1,3rd Party,3.4
2019.12.28,Iowa,vote,1,3rd Party,4.5
2019.12.28,Kansas,vote,1,3rd Party,5.3
2019.12.28,Kentucky,vote,1,3rd Party,3.2
2019.12.28,Louisiana,vote,1,3rd Party,3.8
2019.12.28,Maine,vote,1,3rd Party,6.4
2019.12.28,Maryland,vote,1,3rd Party,3.6
2019.12.28,Massachusetts,vote,1,3rd Party,6.3
2019.12.28,Michigan,vote,1,3rd Party,3.5
2019.12.28,Minnesota,vote,1,3rd Party,5.6
2019.12.28,Mississippi,vote,1,3rd Party,2.6
2019.12.28,Missouri,vote,1,3rd Party,3.0
2019.12.28,Montana,vote,1,3rd Party,7.0
2019.12.28,Nebraska,vote,1,3rd Party,4.7
2019.12.28,Nevada,vote,1,3rd Party,5.4
2019.12.28,New Hampshire,vote,1,3rd Party,4.3
2019.12.28,New Jersey,vote,1,3rd Party,3.5
2019.12.28,New Mexico,vote,1,3rd Party,5.3
2019.12.28,New York,vote,1,3rd Party,5.2
2019.12.28,North Carolina,vote,1,3rd Party,2.0
2019.12.28,North Dakota,vote,1,3rd Party,6.1
2019.12.28,Ohio,vote,1,3rd Party,4.1
2019.12.28,Oklahoma,vote,1,3rd Party,2.2
2019.12.28,Oregon,vote,1,3rd Party,6.8
2019.12.28,Pennsylvania,vote,1,3rd Party,3.4
2019.12.28,Rhode Island,vote,1,3rd Party,5.0
2019.12.28,South Carolina,vote,1,3rd Party,3.1
2019.12.28,South Dakota,vote,1,3rd Party,4.2
2019.12.28,Tennessee,vote,1,3rd Party,2.7
2019.12.28,Texas,vote,1,3rd Party,2.8
2019.12.28,Utah,vote,1,3rd Party,8.2
2019.12.28,Vermont,vote,1,3rd Party,7.3
2019.12.28,Virginia,vote,1,3rd Party,3.5
2019.12.28,Washington,vote,1,3rd Party,6.2
2019.12.28,West Virginia,vote,1,3rd Party,3.1
2019.12.28,Wisconsin,vote,1,3rd Party,4.3
2019.12.28,Wyoming,vote,1,3rd Party,6.4
2019.12.28,District of Columbia,vote,1,3rd Party,4.8
2019.12.28,Maine-1,vote,1,3rd Party,5.0
2019.12.28,Maine-2,vote,1,3rd Party,5.8
2019.12.28,Nebraska-1,vote,1,3rd Party,4.9
2019.12.28,Nebraska-2,vote,1,3rd Party,4.5
2019.12.28,Nebraska-3,vote,1,3rd Party,4.5
2019.12.28,US,win,2,3rd Party,4.1
2019.12.28,US,win,3,Trump,253.2
2019.12.28,US,win,3,Democrats,284.8
2019.12.28,US,win,3,3rd Party,0.0
2019.12.29,Alabama,win,1,Trump,99.4
2019.12.29,Alaska,win,1,Trump,87.9
2019.12.29,Arizona,win,1,Trump,59.5
2019.12.29,Arkansas,win,1,Trump,99.6
2019.12.29,California,win,1,Trump,0.0
2019.12.29,Colorado,win,1,Trump,27.4
2019.12.29,Connecticut,win,1,Trump,10.4
2019.12.29,Delaware,win,1,Trump,9.5
2019.12.29,Florida,win,1,Trump,53.6
2019.12.29,Georgia,win,1,Trump,68.8
2019.12.29,Hawaii,win,1,Trump,0.0
2019.12.29,Idaho,win,1,Trump,99.9
2019.12.29,Illinois,win,1,Trump,7.9
2019.12.29,Indiana,win,1,Trump,91.5
2019.12.29,Iowa,win,1,Trump,64.4
2019.12.29,Kansas,win,1,Trump,94.0
2019.12.29,Kentucky,win,1,Trump,99.4
2019.12.29,Louisiana,win,1,Trump,96.5
2019.12.29,Maine,win,1,Trump,30.7
2019.12.29,Maryland,win,1,Trump,0.6
2019.12.29,Massachusetts,win,1,Trump,0.3
2019.12.29,Michigan,win,1,Trump,38.6
2019.12.29,Minnesota,win,1,Trump,32.8
2019.12.29,Mississippi,win,1,Trump,91.4
2019.12.29,Missouri,win,1,Trump,91.0
2019.12.29,Montana,win,1,Trump,90.2
2019.12.29,Nebraska,win,1,Trump,98.8
2019.12.29,Nevada,win,1,Trump,40.0
2019.12.29,New Hampshire,win,1,Trump,36.5
2019.12.29,New Jersey,win,1,Trump,10.9
2019.12.29,New Mexico,win,1,Trump,18.6
2019.12.29,New York,win,1,Trump,2.1
2019.12.29,North Carolina,win,1,Trump,58.9
2019.12.29,North Dakota,win,1,Trump,99.9
2019.12.29,Ohio,win,1,Trump,71.5
2019.12.29,Oklahoma,win,1,Trump,99.9
2019.12.29,Oregon,win,1,Trump,14.2
2019.12.29,Pennsylvania,win,1,Trump,44.0
2019.12.29,Rhode Island,win,1,Trump,5.5
2019.12.29,South Carolina,win,1,Trump,88.1
2019.12.29,South Dakota,win,1,Trump,99.7
2019.12.29,Tennessee,win,1,Trump,98.8
2019.12.29,Texas,win,1,Trump,80.5
2019.12.29,Utah,win,1,Trump,99.8
2019.12.29,Vermont,win,1,Trump,0.1
2019.12.29,Virginia,win,1,Trump,27.8
2019.12.29,Washington,win,1,Trump,9.3
2019.12.29,West Virginia,win,1,Trump,99.9
2019.12.29,Wisconsin,win,1,Trump,48.1
2019.12.29,Wyoming,win,1,Trump,100.0
2019.12.29,District of Columbia,win,1,Trump,0.0
2019.12.29,Maine-1,win,1,Trump,9.3
2019.12.29,Maine-2,win,1,Trump,61.6
2019.12.29,Nebraska-1,win,1,Trump,96.0
2019.12.29,Nebraska-2,win,1,Trump,59.8
2019.12.29,Nebraska-3,win,1,Trump,100.0
2019.12.29,US,win,1,Trump,46.3
2019.12.29,Alabama,win,1,Democrats,0.6
2019.12.29,Alaska,win,1,Democrats,12.1
2019.12.29,Arizona,win,1,Democrats,40.5
2019.12.29,Arkansas,win,1,Democrats,0.4
2019.12.29,California,win,1,Democrats,100.0
2019.12.29,Colorado,win,1,Democrats,72.6
2019.12.29,Connecticut,win,1,Democrats,89.6
2019.12.29,Delaware,win,1,Democrats,90.5
